epoch;W;Y;E
4621;"(2.485133; -9.894788; 15.051744; -4.724640; 4.773712)";"(0.923084; 0.999297; 0.096412; 0.926265; 1.000000; 1.000000; 0.999997; 1.000000; 0.000606; 0.067002; 0.000005; 0.000634; 0.999519; 0.999996; 0.948555; 0.999543)";0.0277858084428
4622;"(2.485258; -9.895291; 15.052497; -4.724896; 4.773966)";"(0.923093; 0.999298; 0.096401; 0.926273; 1.000000; 1.000000; 0.999997; 1.000000; 0.000605; 0.066994; 0.000005; 0.000634; 0.999520; 0.999996; 0.948561; 0.999544)";0.027779341745
4623;"(2.485384; -9.895795; 15.053250; -4.725152; 4.774220)";"(0.923102; 0.999298; 0.096390; 0.926282; 1.000000; 1.000000; 0.999997; 1.000000; 0.000605; 0.066987; 0.000005; 0.000634; 0.999520; 0.999996; 0.948567; 0.999544)";0.0277728779328
4624;"(2.485510; -9.896298; 15.054002; -4.725408; 4.774474)";"(0.923111; 0.999298; 0.096378; 0.926290; 1.000000; 1.000000; 0.999997; 1.000000; 0.000605; 0.066979; 0.000005; 0.000633; 0.999520; 0.999996; 0.948573; 0.999544)";0.0277664170043
4625;"(2.485636; -9.896801; 15.054755; -4.725663; 4.774729)";"(0.923120; 0.999299; 0.096367; 0.926299; 1.000000; 1.000000; 0.999997; 1.000000; 0.000605; 0.066971; 0.000005; 0.000633; 0.999520; 0.999996; 0.948579; 0.999544)";0.0277599589576
4626;"(2.485762; -9.897304; 15.055507; -4.725919; 4.774983)";"(0.923129; 0.999299; 0.096356; 0.926307; 1.000000; 1.000000; 0.999997; 1.000000; 0.000604; 0.066963; 0.000005; 0.000633; 0.999520; 0.999996; 0.948585; 0.999544)";0.0277535037909
4627;"(2.485888; -9.897807; 15.056260; -4.726174; 4.775237)";"(0.923138; 0.999299; 0.096344; 0.926316; 1.000000; 1.000000; 0.999997; 1.000000; 0.000604; 0.066956; 0.000005; 0.000633; 0.999520; 0.999996; 0.948591; 0.999544)";0.0277470515022
4628;"(2.486014; -9.898309; 15.057012; -4.726430; 4.775491)";"(0.923147; 0.999299; 0.096333; 0.926325; 1.000000; 1.000000; 0.999997; 1.000000; 0.000604; 0.066948; 0.000005; 0.000632; 0.999521; 0.999996; 0.948597; 0.999545)";0.0277406020897
4629;"(2.486139; -9.898812; 15.057764; -4.726685; 4.775744)";"(0.923155; 0.999300; 0.096322; 0.926333; 1.000000; 1.000000; 0.999997; 1.000000; 0.000604; 0.066940; 0.000005; 0.000632; 0.999521; 0.999996; 0.948602; 0.999545)";0.0277341555515
4630;"(2.486265; -9.899315; 15.058515; -4.726941; 4.775998)";"(0.923164; 0.999300; 0.096310; 0.926342; 1.000000; 1.000000; 0.999997; 1.000000; 0.000604; 0.066933; 0.000005; 0.000632; 0.999521; 0.999996; 0.948608; 0.999545)";0.0277277118857
4631;"(2.486391; -9.899817; 15.059267; -4.727196; 4.776252)";"(0.923173; 0.999300; 0.096299; 0.926350; 1.000000; 1.000000; 0.999997; 1.000000; 0.000603; 0.066925; 0.000005; 0.000632; 0.999521; 0.999996; 0.948614; 0.999545)";0.0277212710904
4632;"(2.486517; -9.900319; 15.060018; -4.727451; 4.776506)";"(0.923182; 0.999300; 0.096288; 0.926359; 1.000000; 1.000000; 0.999997; 1.000000; 0.000603; 0.066917; 0.000005; 0.000631; 0.999521; 0.999996; 0.948620; 0.999545)";0.0277148331638
4633;"(2.486642; -9.900822; 15.060770; -4.727706; 4.776759)";"(0.923191; 0.999301; 0.096276; 0.926367; 1.000000; 1.000000; 0.999997; 1.000000; 0.000603; 0.066909; 0.000005; 0.000631; 0.999521; 0.999996; 0.948626; 0.999545)";0.027708398104
4634;"(2.486768; -9.901324; 15.061521; -4.727962; 4.777013)";"(0.923200; 0.999301; 0.096265; 0.926376; 1.000000; 1.000000; 0.999997; 1.000000; 0.000603; 0.066902; 0.000005; 0.000631; 0.999522; 0.999996; 0.948632; 0.999546)";0.0277019659091
4635;"(2.486893; -9.901826; 15.062272; -4.728217; 4.777267)";"(0.923209; 0.999301; 0.096254; 0.926384; 1.000000; 1.000000; 0.999997; 1.000000; 0.000602; 0.066894; 0.000005; 0.000631; 0.999522; 0.999996; 0.948638; 0.999546)";0.0276955365772
4636;"(2.487019; -9.902327; 15.063022; -4.728472; 4.777520)";"(0.923218; 0.999301; 0.096242; 0.926393; 1.000000; 1.000000; 0.999997; 1.000000; 0.000602; 0.066886; 0.000005; 0.000630; 0.999522; 0.999996; 0.948643; 0.999546)";0.0276891101065
4637;"(2.487145; -9.902829; 15.063773; -4.728727; 4.777774)";"(0.923227; 0.999302; 0.096231; 0.926401; 1.000000; 1.000000; 0.999997; 1.000000; 0.000602; 0.066879; 0.000005; 0.000630; 0.999522; 0.999996; 0.948649; 0.999546)";0.0276826864952
4638;"(2.487270; -9.903331; 15.064523; -4.728982; 4.778027)";"(0.923236; 0.999302; 0.096220; 0.926410; 1.000000; 1.000000; 0.999997; 1.000000; 0.000602; 0.066871; 0.000005; 0.000630; 0.999522; 0.999996; 0.948655; 0.999546)";0.0276762657412
4639;"(2.487396; -9.903832; 15.065274; -4.729236; 4.778280)";"(0.923245; 0.999302; 0.096209; 0.926418; 1.000000; 1.000000; 0.999997; 1.000000; 0.000602; 0.066863; 0.000005; 0.000630; 0.999523; 0.999996; 0.948661; 0.999546)";0.0276698478429
4640;"(2.487521; -9.904334; 15.066024; -4.729491; 4.778534)";"(0.923253; 0.999302; 0.096197; 0.926427; 1.000000; 1.000000; 0.999997; 1.000000; 0.000601; 0.066856; 0.000005; 0.000629; 0.999523; 0.999996; 0.948667; 0.999547)";0.0276634327982
4641;"(2.487646; -9.904835; 15.066774; -4.729746; 4.778787)";"(0.923262; 0.999303; 0.096186; 0.926435; 1.000000; 1.000000; 0.999997; 1.000000; 0.000601; 0.066848; 0.000005; 0.000629; 0.999523; 0.999996; 0.948673; 0.999547)";0.0276570206054
4642;"(2.487772; -9.905336; 15.067523; -4.730001; 4.779040)";"(0.923271; 0.999303; 0.096175; 0.926444; 1.000000; 1.000000; 0.999997; 1.000000; 0.000601; 0.066840; 0.000005; 0.000629; 0.999523; 0.999996; 0.948678; 0.999547)";0.0276506112626
4643;"(2.487897; -9.905837; 15.068273; -4.730255; 4.779293)";"(0.923280; 0.999303; 0.096164; 0.926452; 1.000000; 1.000000; 0.999997; 1.000000; 0.000601; 0.066833; 0.000005; 0.000629; 0.999523; 0.999996; 0.948684; 0.999547)";0.027644204768
4644;"(2.488023; -9.906338; 15.069022; -4.730510; 4.779546)";"(0.923289; 0.999304; 0.096152; 0.926461; 1.000000; 1.000000; 0.999997; 1.000000; 0.000600; 0.066825; 0.000005; 0.000629; 0.999523; 0.999996; 0.948690; 0.999547)";0.0276378011196
4645;"(2.488148; -9.906839; 15.069772; -4.730764; 4.779799)";"(0.923298; 0.999304; 0.096141; 0.926469; 1.000000; 1.000000; 0.999997; 1.000000; 0.000600; 0.066817; 0.000005; 0.000628; 0.999524; 0.999996; 0.948696; 0.999547)";0.0276314003156
4646;"(2.488273; -9.907340; 15.070521; -4.731019; 4.780052)";"(0.923307; 0.999304; 0.096130; 0.926478; 1.000000; 1.000000; 0.999997; 1.000000; 0.000600; 0.066810; 0.000005; 0.000628; 0.999524; 0.999996; 0.948702; 0.999548)";0.0276250023542
4647;"(2.488398; -9.907840; 15.071270; -4.731273; 4.780305)";"(0.923316; 0.999304; 0.096118; 0.926486; 1.000000; 1.000000; 0.999997; 1.000000; 0.000600; 0.066802; 0.000005; 0.000628; 0.999524; 0.999996; 0.948708; 0.999548)";0.0276186072336
4648;"(2.488524; -9.908341; 15.072018; -4.731527; 4.780558)";"(0.923324; 0.999305; 0.096107; 0.926495; 1.000000; 1.000000; 0.999997; 1.000000; 0.000599; 0.066794; 0.000005; 0.000628; 0.999524; 0.999996; 0.948713; 0.999548)";0.0276122149518
4649;"(2.488649; -9.908841; 15.072767; -4.731782; 4.780810)";"(0.923333; 0.999305; 0.096096; 0.926503; 1.000000; 1.000000; 0.999997; 1.000000; 0.000599; 0.066787; 0.000005; 0.000627; 0.999524; 0.999996; 0.948719; 0.999548)";0.027605825507
4650;"(2.488774; -9.909342; 15.073515; -4.732036; 4.781063)";"(0.923342; 0.999305; 0.096085; 0.926512; 1.000000; 1.000000; 0.999997; 1.000000; 0.000599; 0.066779; 0.000005; 0.000627; 0.999525; 0.999996; 0.948725; 0.999548)";0.0275994388974
4651;"(2.488899; -9.909842; 15.074264; -4.732290; 4.781316)";"(0.923351; 0.999305; 0.096074; 0.926520; 1.000000; 1.000000; 0.999997; 1.000000; 0.000599; 0.066771; 0.000005; 0.000627; 0.999525; 0.999996; 0.948731; 0.999548)";0.0275930551212
4652;"(2.489024; -9.910342; 15.075012; -4.732544; 4.781568)";"(0.923360; 0.999306; 0.096062; 0.926528; 1.000000; 1.000000; 0.999997; 1.000000; 0.000599; 0.066764; 0.000005; 0.000627; 0.999525; 0.999996; 0.948737; 0.999549)";0.0275866741764
4653;"(2.489149; -9.910842; 15.075760; -4.732798; 4.781821)";"(0.923369; 0.999306; 0.096051; 0.926537; 1.000000; 1.000000; 0.999997; 1.000000; 0.000598; 0.066756; 0.000005; 0.000626; 0.999525; 0.999996; 0.948743; 0.999549)";0.0275802960613
4654;"(2.489274; -9.911342; 15.076507; -4.733052; 4.782073)";"(0.923378; 0.999306; 0.096040; 0.926545; 1.000000; 1.000000; 0.999997; 1.000000; 0.000598; 0.066748; 0.000005; 0.000626; 0.999525; 0.999996; 0.948748; 0.999549)";0.0275739207739
4655;"(2.489399; -9.911841; 15.077255; -4.733306; 4.782326)";"(0.923386; 0.999306; 0.096029; 0.926554; 1.000000; 1.000000; 0.999997; 1.000000; 0.000598; 0.066741; 0.000005; 0.000626; 0.999525; 0.999996; 0.948754; 0.999549)";0.0275675483126
4656;"(2.489524; -9.912341; 15.078002; -4.733560; 4.782578)";"(0.923395; 0.999307; 0.096017; 0.926562; 1.000000; 1.000000; 0.999997; 1.000000; 0.000598; 0.066733; 0.000005; 0.000626; 0.999526; 0.999996; 0.948760; 0.999549)";0.0275611786754
4657;"(2.489649; -9.912841; 15.078750; -4.733814; 4.782830)";"(0.923404; 0.999307; 0.096006; 0.926571; 1.000000; 1.000000; 0.999997; 1.000000; 0.000597; 0.066725; 0.000005; 0.000625; 0.999526; 0.999996; 0.948766; 0.999549)";0.0275548118604
4658;"(2.489774; -9.913340; 15.079497; -4.734068; 4.783083)";"(0.923413; 0.999307; 0.095995; 0.926579; 1.000000; 1.000000; 0.999997; 1.000000; 0.000597; 0.066718; 0.000005; 0.000625; 0.999526; 0.999996; 0.948772; 0.999550)";0.027548447866
4659;"(2.489899; -9.913839; 15.080244; -4.734321; 4.783335)";"(0.923422; 0.999307; 0.095984; 0.926588; 1.000000; 1.000000; 0.999997; 1.000000; 0.000597; 0.066710; 0.000005; 0.000625; 0.999526; 0.999996; 0.948777; 0.999550)";0.0275420866901
4660;"(2.490024; -9.914338; 15.080990; -4.734575; 4.783587)";"(0.923431; 0.999308; 0.095973; 0.926596; 1.000000; 1.000000; 0.999997; 1.000000; 0.000597; 0.066702; 0.000005; 0.000625; 0.999526; 0.999996; 0.948783; 0.999550)";0.0275357283311
4661;"(2.490149; -9.914837; 15.081737; -4.734829; 4.783839)";"(0.923440; 0.999308; 0.095961; 0.926605; 1.000000; 1.000000; 0.999997; 1.000000; 0.000597; 0.066695; 0.000005; 0.000625; 0.999526; 0.999996; 0.948789; 0.999550)";0.027529372787
4662;"(2.490274; -9.915336; 15.082484; -4.735082; 4.784091)";"(0.923448; 0.999308; 0.095950; 0.926613; 1.000000; 1.000000; 0.999997; 1.000000; 0.000596; 0.066687; 0.000005; 0.000624; 0.999527; 0.999996; 0.948795; 0.999550)";0.027523020056
4663;"(2.490399; -9.915835; 15.083230; -4.735336; 4.784343)";"(0.923457; 0.999309; 0.095939; 0.926621; 1.000000; 1.000000; 0.999997; 1.000000; 0.000596; 0.066680; 0.000005; 0.000624; 0.999527; 0.999996; 0.948801; 0.999550)";0.0275166701364
4664;"(2.490524; -9.916334; 15.083976; -4.735589; 4.784595)";"(0.923466; 0.999309; 0.095928; 0.926630; 1.000000; 1.000000; 0.999997; 1.000000; 0.000596; 0.066672; 0.000005; 0.000624; 0.999527; 0.999996; 0.948806; 0.999551)";0.0275103230263
4665;"(2.490648; -9.916833; 15.084722; -4.735842; 4.784847)";"(0.923475; 0.999309; 0.095917; 0.926638; 1.000000; 1.000000; 0.999997; 1.000000; 0.000596; 0.066664; 0.000005; 0.000624; 0.999527; 0.999996; 0.948812; 0.999551)";0.0275039787238
4666;"(2.490773; -9.917331; 15.085468; -4.736096; 4.785099)";"(0.923484; 0.999309; 0.095905; 0.926647; 1.000000; 1.000000; 0.999997; 1.000000; 0.000595; 0.066657; 0.000005; 0.000623; 0.999527; 0.999996; 0.948818; 0.999551)";0.0274976372272
4667;"(2.490898; -9.917830; 15.086213; -4.736349; 4.785350)";"(0.923492; 0.999310; 0.095894; 0.926655; 1.000000; 1.000000; 0.999997; 1.000000; 0.000595; 0.066649; 0.000005; 0.000623; 0.999528; 0.999996; 0.948824; 0.999551)";0.0274912985346
4668;"(2.491022; -9.918328; 15.086959; -4.736602; 4.785602)";"(0.923501; 0.999310; 0.095883; 0.926664; 1.000000; 1.000000; 0.999997; 1.000000; 0.000595; 0.066641; 0.000005; 0.000623; 0.999528; 0.999996; 0.948830; 0.999551)";0.0274849626442
4669;"(2.491147; -9.918826; 15.087704; -4.736855; 4.785854)";"(0.923510; 0.999310; 0.095872; 0.926672; 1.000000; 1.000000; 0.999997; 1.000000; 0.000595; 0.066634; 0.000005; 0.000623; 0.999528; 0.999996; 0.948835; 0.999551)";0.0274786295541
4670;"(2.491272; -9.919324; 15.088449; -4.737108; 4.786105)";"(0.923519; 0.999310; 0.095861; 0.926680; 1.000000; 1.000000; 0.999997; 1.000000; 0.000595; 0.066626; 0.000005; 0.000622; 0.999528; 0.999996; 0.948841; 0.999552)";0.0274722992627
4671;"(2.491396; -9.919822; 15.089194; -4.737362; 4.786357)";"(0.923528; 0.999311; 0.095850; 0.926689; 1.000000; 1.000000; 0.999997; 1.000000; 0.000594; 0.066619; 0.000005; 0.000622; 0.999528; 0.999996; 0.948847; 0.999552)";0.027465971768
4672;"(2.491521; -9.920320; 15.089939; -4.737615; 4.786608)";"(0.923536; 0.999311; 0.095838; 0.926697; 1.000000; 1.000000; 0.999997; 1.000000; 0.000594; 0.066611; 0.000005; 0.000622; 0.999528; 0.999996; 0.948853; 0.999552)";0.0274596470683
4673;"(2.491645; -9.920818; 15.090684; -4.737867; 4.786860)";"(0.923545; 0.999311; 0.095827; 0.926706; 1.000000; 1.000000; 0.999997; 1.000000; 0.000594; 0.066603; 0.000005; 0.000622; 0.999529; 0.999996; 0.948859; 0.999552)";0.0274533251617
4674;"(2.491770; -9.921315; 15.091428; -4.738120; 4.787111)";"(0.923554; 0.999311; 0.095816; 0.926714; 1.000000; 1.000000; 0.999997; 1.000000; 0.000594; 0.066596; 0.000005; 0.000621; 0.999529; 0.999996; 0.948864; 0.999552)";0.0274470060464
4675;"(2.491894; -9.921813; 15.092172; -4.738373; 4.787362)";"(0.923563; 0.999312; 0.095805; 0.926722; 1.000000; 1.000000; 0.999997; 1.000000; 0.000593; 0.066588; 0.000005; 0.000621; 0.999529; 0.999996; 0.948870; 0.999552)";0.0274406897206
4676;"(2.492019; -9.922310; 15.092916; -4.738626; 4.787614)";"(0.923572; 0.999312; 0.095794; 0.926731; 1.000000; 1.000000; 0.999997; 1.000000; 0.000593; 0.066581; 0.000005; 0.000621; 0.999529; 0.999996; 0.948876; 0.999553)";0.0274343761826
4677;"(2.492143; -9.922808; 15.093660; -4.738879; 4.787865)";"(0.923580; 0.999312; 0.095783; 0.926739; 1.000000; 1.000000; 0.999997; 1.000000; 0.000593; 0.066573; 0.000005; 0.000621; 0.999529; 0.999996; 0.948882; 0.999553)";0.0274280654304
4678;"(2.492268; -9.923305; 15.094404; -4.739131; 4.788116)";"(0.923589; 0.999312; 0.095771; 0.926748; 1.000000; 1.000000; 0.999997; 1.000000; 0.000593; 0.066565; 0.000005; 0.000621; 0.999529; 0.999996; 0.948887; 0.999553)";0.0274217574624
4679;"(2.492392; -9.923802; 15.095148; -4.739384; 4.788367)";"(0.923598; 0.999313; 0.095760; 0.926756; 1.000000; 1.000000; 0.999997; 1.000000; 0.000593; 0.066558; 0.000005; 0.000620; 0.999530; 0.999996; 0.948893; 0.999553)";0.0274154522767
4680;"(2.492516; -9.924299; 15.095891; -4.739636; 4.788618)";"(0.923607; 0.999313; 0.095749; 0.926764; 1.000000; 1.000000; 0.999997; 1.000000; 0.000592; 0.066550; 0.000005; 0.000620; 0.999530; 0.999996; 0.948899; 0.999553)";0.0274091498715
4681;"(2.492641; -9.924796; 15.096635; -4.739889; 4.788869)";"(0.923616; 0.999313; 0.095738; 0.926773; 1.000000; 1.000000; 0.999997; 1.000000; 0.000592; 0.066543; 0.000005; 0.000620; 0.999530; 0.999996; 0.948905; 0.999553)";0.0274028502449
4682;"(2.492765; -9.925293; 15.097378; -4.740141; 4.789120)";"(0.923624; 0.999313; 0.095727; 0.926781; 1.000000; 1.000000; 0.999997; 1.000000; 0.000592; 0.066535; 0.000005; 0.000620; 0.999530; 0.999996; 0.948911; 0.999554)";0.0273965533953
4683;"(2.492889; -9.925789; 15.098121; -4.740394; 4.789371)";"(0.923633; 0.999314; 0.095716; 0.926790; 1.000000; 1.000000; 0.999997; 1.000000; 0.000592; 0.066527; 0.000005; 0.000619; 0.999530; 0.999996; 0.948916; 0.999554)";0.0273902593208
4684;"(2.493014; -9.926286; 15.098864; -4.740646; 4.789622)";"(0.923642; 0.999314; 0.095705; 0.926798; 1.000000; 1.000000; 0.999997; 1.000000; 0.000591; 0.066520; 0.000005; 0.000619; 0.999530; 0.999996; 0.948922; 0.999554)";0.0273839680196
4685;"(2.493138; -9.926782; 15.099606; -4.740898; 4.789872)";"(0.923651; 0.999314; 0.095694; 0.926806; 1.000000; 1.000000; 0.999997; 1.000000; 0.000591; 0.066512; 0.000005; 0.000619; 0.999531; 0.999996; 0.948928; 0.999554)";0.02737767949
4686;"(2.493262; -9.927279; 15.100349; -4.741150; 4.790123)";"(0.923659; 0.999314; 0.095682; 0.926815; 1.000000; 1.000000; 0.999997; 1.000000; 0.000591; 0.066505; 0.000005; 0.000619; 0.999531; 0.999996; 0.948934; 0.999554)";0.02737139373
4687;"(2.493386; -9.927775; 15.101091; -4.741402; 4.790374)";"(0.923668; 0.999315; 0.095671; 0.926823; 1.000000; 1.000000; 0.999997; 1.000000; 0.000591; 0.066497; 0.000005; 0.000618; 0.999531; 0.999996; 0.948939; 0.999554)";0.0273651107381
4688;"(2.493510; -9.928271; 15.101833; -4.741654; 4.790624)";"(0.923677; 0.999315; 0.095660; 0.926831; 1.000000; 1.000000; 0.999997; 1.000000; 0.000591; 0.066490; 0.000005; 0.000618; 0.999531; 0.999996; 0.948945; 0.999555)";0.0273588305122
4689;"(2.493634; -9.928767; 15.102575; -4.741907; 4.790875)";"(0.923686; 0.999315; 0.095649; 0.926840; 1.000000; 1.000000; 0.999997; 1.000000; 0.000590; 0.066482; 0.000005; 0.000618; 0.999531; 0.999996; 0.948951; 0.999555)";0.0273525530508
4690;"(2.493758; -9.929263; 15.103317; -4.742158; 4.791125)";"(0.923694; 0.999315; 0.095638; 0.926848; 1.000000; 1.000000; 0.999997; 1.000000; 0.000590; 0.066474; 0.000005; 0.000618; 0.999532; 0.999996; 0.948957; 0.999555)";0.0273462783519
4691;"(2.493883; -9.929759; 15.104059; -4.742410; 4.791376)";"(0.923703; 0.999316; 0.095627; 0.926857; 1.000000; 1.000000; 0.999997; 1.000000; 0.000590; 0.066467; 0.000005; 0.000618; 0.999532; 0.999996; 0.948962; 0.999555)";0.0273400064139
4692;"(2.494007; -9.930254; 15.104800; -4.742662; 4.791626)";"(0.923712; 0.999316; 0.095616; 0.926865; 1.000000; 1.000000; 0.999997; 1.000000; 0.000590; 0.066459; 0.000005; 0.000617; 0.999532; 0.999996; 0.948968; 0.999555)";0.0273337372348
4693;"(2.494131; -9.930750; 15.105542; -4.742914; 4.791876)";"(0.923721; 0.999316; 0.095605; 0.926873; 1.000000; 1.000000; 0.999997; 1.000000; 0.000590; 0.066452; 0.000005; 0.000617; 0.999532; 0.999996; 0.948974; 0.999555)";0.027327470813
4694;"(2.494255; -9.931245; 15.106283; -4.743166; 4.792127)";"(0.923729; 0.999317; 0.095594; 0.926882; 1.000000; 1.000000; 0.999997; 1.000000; 0.000589; 0.066444; 0.000005; 0.000617; 0.999532; 0.999996; 0.948980; 0.999556)";0.0273212071467
4695;"(2.494378; -9.931741; 15.107024; -4.743417; 4.792377)";"(0.923738; 0.999317; 0.095583; 0.926890; 1.000000; 1.000000; 0.999997; 1.000000; 0.000589; 0.066437; 0.000005; 0.000617; 0.999532; 0.999996; 0.948985; 0.999556)";0.027314946234
4696;"(2.494502; -9.932236; 15.107765; -4.743669; 4.792627)";"(0.923747; 0.999317; 0.095572; 0.926898; 1.000000; 1.000000; 0.999997; 1.000000; 0.000589; 0.066429; 0.000005; 0.000616; 0.999533; 0.999996; 0.948991; 0.999556)";0.0273086880733
4697;"(2.494626; -9.932731; 15.108506; -4.743921; 4.792877)";"(0.923756; 0.999317; 0.095561; 0.926907; 1.000000; 1.000000; 0.999997; 1.000000; 0.000589; 0.066422; 0.000005; 0.000616; 0.999533; 0.999996; 0.948997; 0.999556)";0.0273024326627
4698;"(2.494750; -9.933226; 15.109246; -4.744172; 4.793127)";"(0.923764; 0.999318; 0.095549; 0.926915; 1.000000; 1.000000; 0.999997; 1.000000; 0.000588; 0.066414; 0.000005; 0.000616; 0.999533; 0.999996; 0.949003; 0.999556)";0.0272961800005
4699;"(2.494874; -9.933721; 15.109987; -4.744424; 4.793377)";"(0.923773; 0.999318; 0.095538; 0.926923; 1.000000; 1.000000; 0.999997; 1.000000; 0.000588; 0.066407; 0.000005; 0.000616; 0.999533; 0.999996; 0.949008; 0.999556)";0.0272899300848
4700;"(2.494998; -9.934216; 15.110727; -4.744675; 4.793627)";"(0.923782; 0.999318; 0.095527; 0.926932; 1.000000; 1.000000; 0.999997; 1.000000; 0.000588; 0.066399; 0.000005; 0.000615; 0.999533; 0.999996; 0.949014; 0.999557)";0.027283682914
4701;"(2.495122; -9.934711; 15.111467; -4.744926; 4.793877)";"(0.923790; 0.999318; 0.095516; 0.926940; 1.000000; 1.000000; 0.999997; 1.000000; 0.000588; 0.066391; 0.000005; 0.000615; 0.999533; 0.999996; 0.949020; 0.999557)";0.0272774384862
4702;"(2.495245; -9.935205; 15.112207; -4.745178; 4.794127)";"(0.923799; 0.999319; 0.095505; 0.926948; 1.000000; 1.000000; 0.999997; 1.000000; 0.000588; 0.066384; 0.000005; 0.000615; 0.999534; 0.999996; 0.949025; 0.999557)";0.0272711967997
4703;"(2.495369; -9.935700; 15.112947; -4.745429; 4.794376)";"(0.923808; 0.999319; 0.095494; 0.926957; 1.000000; 1.000000; 0.999997; 1.000000; 0.000587; 0.066376; 0.000005; 0.000615; 0.999534; 0.999996; 0.949031; 0.999557)";0.0272649578527
4704;"(2.495493; -9.936194; 15.113686; -4.745680; 4.794626)";"(0.923817; 0.999319; 0.095483; 0.926965; 1.000000; 1.000000; 0.999997; 1.000000; 0.000587; 0.066369; 0.000005; 0.000615; 0.999534; 0.999996; 0.949037; 0.999557)";0.0272587216435
4705;"(2.495616; -9.936688; 15.114426; -4.745931; 4.794876)";"(0.923825; 0.999319; 0.095472; 0.926973; 1.000000; 1.000000; 0.999997; 1.000000; 0.000587; 0.066361; 0.000005; 0.000614; 0.999534; 0.999996; 0.949043; 0.999557)";0.0272524881703
4706;"(2.495740; -9.937183; 15.115165; -4.746182; 4.795125)";"(0.923834; 0.999320; 0.095461; 0.926982; 1.000000; 1.000000; 0.999997; 1.000000; 0.000587; 0.066354; 0.000005; 0.000614; 0.999534; 0.999996; 0.949048; 0.999558)";0.0272462574313
4707;"(2.495864; -9.937677; 15.115904; -4.746433; 4.795375)";"(0.923843; 0.999320; 0.095450; 0.926990; 1.000000; 1.000000; 0.999997; 1.000000; 0.000586; 0.066346; 0.000005; 0.000614; 0.999534; 0.999996; 0.949054; 0.999558)";0.0272400294248
4708;"(2.495987; -9.938171; 15.116643; -4.746684; 4.795624)";"(0.923851; 0.999320; 0.095439; 0.926998; 1.000000; 1.000000; 0.999997; 1.000000; 0.000586; 0.066339; 0.000005; 0.000614; 0.999535; 0.999996; 0.949060; 0.999558)";0.0272338041491
4709;"(2.496111; -9.938664; 15.117382; -4.746935; 4.795874)";"(0.923860; 0.999320; 0.095428; 0.927007; 1.000000; 1.000000; 0.999997; 1.000000; 0.000586; 0.066331; 0.000005; 0.000613; 0.999535; 0.999996; 0.949066; 0.999558)";0.0272275816022
4710;"(2.496234; -9.939158; 15.118120; -4.747186; 4.796123)";"(0.923869; 0.999321; 0.095417; 0.927015; 1.000000; 1.000000; 0.999997; 1.000000; 0.000586; 0.066324; 0.000005; 0.000613; 0.999535; 0.999996; 0.949071; 0.999558)";0.0272213617826
4711;"(2.496358; -9.939652; 15.118859; -4.747437; 4.796372)";"(0.923877; 0.999321; 0.095406; 0.927023; 1.000000; 1.000000; 0.999997; 1.000000; 0.000586; 0.066316; 0.000005; 0.000613; 0.999535; 0.999996; 0.949077; 0.999558)";0.0272151446884
4712;"(2.496481; -9.940145; 15.119597; -4.747688; 4.796622)";"(0.923886; 0.999321; 0.095395; 0.927032; 1.000000; 1.000000; 0.999997; 1.000000; 0.000585; 0.066309; 0.000005; 0.000613; 0.999535; 0.999996; 0.949083; 0.999558)";0.027208930318
4713;"(2.496605; -9.940639; 15.120335; -4.747938; 4.796871)";"(0.923895; 0.999321; 0.095384; 0.927040; 1.000000; 1.000000; 0.999997; 1.000000; 0.000585; 0.066301; 0.000005; 0.000613; 0.999536; 0.999996; 0.949088; 0.999559)";0.0272027186695
4714;"(2.496728; -9.941132; 15.121073; -4.748189; 4.797120)";"(0.923903; 0.999322; 0.095373; 0.927048; 1.000000; 1.000000; 0.999997; 1.000000; 0.000585; 0.066294; 0.000005; 0.000612; 0.999536; 0.999996; 0.949094; 0.999559)";0.0271965097412
4715;"(2.496852; -9.941625; 15.121811; -4.748440; 4.797369)";"(0.923912; 0.999322; 0.095362; 0.927056; 1.000000; 1.000000; 0.999997; 1.000000; 0.000585; 0.066286; 0.000005; 0.000612; 0.999536; 0.999996; 0.949100; 0.999559)";0.0271903035313
4716;"(2.496975; -9.942118; 15.122549; -4.748690; 4.797618)";"(0.923921; 0.999322; 0.095351; 0.927065; 1.000000; 1.000000; 0.999997; 1.000000; 0.000585; 0.066279; 0.000005; 0.000612; 0.999536; 0.999996; 0.949105; 0.999559)";0.0271841000382
4717;"(2.497098; -9.942611; 15.123286; -4.748941; 4.797867)";"(0.923929; 0.999322; 0.095340; 0.927073; 1.000000; 1.000000; 0.999997; 1.000000; 0.000584; 0.066271; 0.000005; 0.000612; 0.999536; 0.999996; 0.949111; 0.999559)";0.02717789926
4718;"(2.497222; -9.943104; 15.124023; -4.749191; 4.798116)";"(0.923938; 0.999323; 0.095329; 0.927081; 1.000000; 1.000000; 0.999997; 1.000000; 0.000584; 0.066264; 0.000005; 0.000611; 0.999536; 0.999996; 0.949117; 0.999559)";0.027171701195
4719;"(2.497345; -9.943597; 15.124761; -4.749441; 4.798365)";"(0.923947; 0.999323; 0.095318; 0.927090; 1.000000; 1.000000; 0.999997; 1.000000; 0.000584; 0.066256; 0.000005; 0.000611; 0.999537; 0.999996; 0.949123; 0.999560)";0.0271655058415
