epoch;W;Y;E
4720;"(2.497468; -9.944089; 15.125498; -4.749692; 4.798614)";"(0.923955; 0.999323; 0.095307; 0.927098; 1.000000; 1.000000; 0.999997; 1.000000; 0.000584; 0.066249; 0.000005; 0.000611; 0.999537; 0.999996; 0.949128; 0.999560)";0.0271593131978
4721;"(2.497591; -9.944582; 15.126234; -4.749942; 4.798863)";"(0.923964; 0.999323; 0.095296; 0.927106; 1.000000; 1.000000; 0.999997; 1.000000; 0.000583; 0.066241; 0.000005; 0.000611; 0.999537; 0.999996; 0.949134; 0.999560)";0.027153123262
4722;"(2.497715; -9.945074; 15.126971; -4.750192; 4.799111)";"(0.923973; 0.999324; 0.095285; 0.927114; 1.000000; 1.000000; 0.999997; 1.000000; 0.000583; 0.066234; 0.000005; 0.000610; 0.999537; 0.999996; 0.949140; 0.999560)";0.0271469360326
4723;"(2.497838; -9.945567; 15.127708; -4.750442; 4.799360)";"(0.923981; 0.999324; 0.095274; 0.927123; 1.000000; 1.000000; 0.999997; 1.000000; 0.000583; 0.066226; 0.000005; 0.000610; 0.999537; 0.999996; 0.949145; 0.999560)";0.0271407515076
4724;"(2.497961; -9.946059; 15.128444; -4.750692; 4.799609)";"(0.923990; 0.999324; 0.095263; 0.927131; 1.000000; 1.000000; 0.999997; 1.000000; 0.000583; 0.066219; 0.000005; 0.000610; 0.999537; 0.999996; 0.949151; 0.999560)";0.0271345696854
4725;"(2.498084; -9.946551; 15.129180; -4.750942; 4.799857)";"(0.923999; 0.999324; 0.095252; 0.927139; 1.000000; 1.000000; 0.999997; 1.000000; 0.000583; 0.066211; 0.000005; 0.000610; 0.999538; 0.999996; 0.949157; 0.999561)";0.0271283905644
4726;"(2.498207; -9.947043; 15.129916; -4.751192; 4.800106)";"(0.924007; 0.999325; 0.095241; 0.927148; 1.000000; 1.000000; 0.999997; 1.000000; 0.000582; 0.066204; 0.000005; 0.000610; 0.999538; 0.999996; 0.949162; 0.999561)";0.0271222141426
4727;"(2.498330; -9.947535; 15.130652; -4.751442; 4.800354)";"(0.924016; 0.999325; 0.095230; 0.927156; 1.000000; 1.000000; 0.999997; 1.000000; 0.000582; 0.066196; 0.000005; 0.000609; 0.999538; 0.999996; 0.949168; 0.999561)";0.0271160404184
4728;"(2.498453; -9.948027; 15.131388; -4.751692; 4.800602)";"(0.924025; 0.999325; 0.095219; 0.927164; 1.000000; 1.000000; 0.999997; 1.000000; 0.000582; 0.066189; 0.000005; 0.000609; 0.999538; 0.999996; 0.949174; 0.999561)";0.0271098693901
4729;"(2.498576; -9.948518; 15.132123; -4.751942; 4.800851)";"(0.924033; 0.999325; 0.095208; 0.927172; 1.000000; 1.000000; 0.999997; 1.000000; 0.000582; 0.066182; 0.000005; 0.000609; 0.999538; 0.999996; 0.949179; 0.999561)";0.027103701056
4730;"(2.498699; -9.949010; 15.132859; -4.752192; 4.801099)";"(0.924042; 0.999326; 0.095197; 0.927181; 1.000000; 1.000000; 0.999997; 1.000000; 0.000581; 0.066174; 0.000005; 0.000609; 0.999538; 0.999996; 0.949185; 0.999561)";0.0270975354142
4731;"(2.498822; -9.949501; 15.133594; -4.752441; 4.801347)";"(0.924051; 0.999326; 0.095186; 0.927189; 1.000000; 1.000000; 0.999997; 1.000000; 0.000581; 0.066167; 0.000005; 0.000608; 0.999539; 0.999996; 0.949191; 0.999562)";0.0270913724632
4732;"(2.498945; -9.949993; 15.134329; -4.752691; 4.801595)";"(0.924059; 0.999326; 0.095175; 0.927197; 1.000000; 1.000000; 0.999997; 1.000000; 0.000581; 0.066159; 0.000005; 0.000608; 0.999539; 0.999996; 0.949197; 0.999562)";0.0270852122011
4733;"(2.499068; -9.950484; 15.135064; -4.752940; 4.801844)";"(0.924068; 0.999326; 0.095164; 0.927205; 1.000000; 1.000000; 0.999997; 1.000000; 0.000581; 0.066152; 0.000005; 0.000608; 0.999539; 0.999996; 0.949202; 0.999562)";0.0270790546263
4734;"(2.499191; -9.950975; 15.135799; -4.753190; 4.802092)";"(0.924076; 0.999327; 0.095153; 0.927214; 1.000000; 1.000000; 0.999997; 1.000000; 0.000581; 0.066144; 0.000005; 0.000608; 0.999539; 0.999996; 0.949208; 0.999562)";0.0270728997371
4735;"(2.499314; -9.951466; 15.136533; -4.753439; 4.802340)";"(0.924085; 0.999327; 0.095143; 0.927222; 1.000000; 1.000000; 0.999997; 1.000000; 0.000580; 0.066137; 0.000005; 0.000608; 0.999539; 0.999996; 0.949214; 0.999562)";0.0270667475316
4736;"(2.499437; -9.951957; 15.137268; -4.753689; 4.802588)";"(0.924094; 0.999327; 0.095132; 0.927230; 1.000000; 1.000000; 0.999997; 1.000000; 0.000580; 0.066129; 0.000005; 0.000607; 0.999539; 0.999996; 0.949219; 0.999562)";0.0270605980082
4737;"(2.499560; -9.952448; 15.138002; -4.753938; 4.802835)";"(0.924102; 0.999327; 0.095121; 0.927238; 1.000000; 1.000000; 0.999997; 1.000000; 0.000580; 0.066122; 0.000005; 0.000607; 0.999540; 0.999996; 0.949225; 0.999563)";0.0270544511652
4738;"(2.499682; -9.952939; 15.138736; -4.754188; 4.803083)";"(0.924111; 0.999328; 0.095110; 0.927246; 1.000000; 1.000000; 0.999997; 1.000000; 0.000580; 0.066114; 0.000005; 0.000607; 0.999540; 0.999996; 0.949231; 0.999563)";0.0270483070009
4739;"(2.499805; -9.953429; 15.139470; -4.754437; 4.803331)";"(0.924120; 0.999328; 0.095099; 0.927255; 1.000000; 1.000000; 0.999997; 1.000000; 0.000580; 0.066107; 0.000005; 0.000607; 0.999540; 0.999996; 0.949236; 0.999563)";0.0270421655136
4740;"(2.499928; -9.953920; 15.140204; -4.754686; 4.803579)";"(0.924128; 0.999328; 0.095088; 0.927263; 1.000000; 1.000000; 0.999997; 1.000000; 0.000579; 0.066100; 0.000005; 0.000606; 0.999540; 0.999996; 0.949242; 0.999563)";0.0270360267014
4741;"(2.500051; -9.954410; 15.140938; -4.754935; 4.803826)";"(0.924137; 0.999328; 0.095077; 0.927271; 1.000000; 1.000000; 0.999997; 1.000000; 0.000579; 0.066092; 0.000005; 0.000606; 0.999540; 0.999996; 0.949247; 0.999563)";0.0270298905629
4742;"(2.500173; -9.954901; 15.141671; -4.755184; 4.804074)";"(0.924145; 0.999329; 0.095066; 0.927279; 1.000000; 1.000000; 0.999997; 1.000000; 0.000579; 0.066085; 0.000005; 0.000606; 0.999540; 0.999996; 0.949253; 0.999563)";0.0270237570961
4743;"(2.500296; -9.955391; 15.142405; -4.755433; 4.804322)";"(0.924154; 0.999329; 0.095055; 0.927288; 1.000000; 1.000000; 0.999997; 1.000000; 0.000579; 0.066077; 0.000005; 0.000606; 0.999541; 0.999996; 0.949259; 0.999563)";0.0270176262995
4744;"(2.500418; -9.955881; 15.143138; -4.755682; 4.804569)";"(0.924163; 0.999329; 0.095044; 0.927296; 1.000000; 1.000000; 0.999997; 1.000000; 0.000579; 0.066070; 0.000005; 0.000606; 0.999541; 0.999996; 0.949264; 0.999564)";0.0270114981712
4745;"(2.500541; -9.956371; 15.143871; -4.755931; 4.804817)";"(0.924171; 0.999329; 0.095033; 0.927304; 1.000000; 1.000000; 0.999997; 1.000000; 0.000578; 0.066062; 0.000005; 0.000605; 0.999541; 0.999996; 0.949270; 0.999564)";0.0270053727097
4746;"(2.500664; -9.956861; 15.144604; -4.756180; 4.805064)";"(0.924180; 0.999330; 0.095023; 0.927312; 1.000000; 1.000000; 0.999997; 1.000000; 0.000578; 0.066055; 0.000005; 0.000605; 0.999541; 0.999996; 0.949276; 0.999564)";0.0269992499132
4747;"(2.500786; -9.957351; 15.145336; -4.756429; 4.805311)";"(0.924188; 0.999330; 0.095012; 0.927320; 1.000000; 1.000000; 0.999997; 1.000000; 0.000578; 0.066048; 0.000005; 0.000605; 0.999541; 0.999996; 0.949281; 0.999564)";0.02699312978
4748;"(2.500909; -9.957840; 15.146069; -4.756678; 4.805559)";"(0.924197; 0.999330; 0.095001; 0.927329; 1.000000; 1.000000; 0.999997; 1.000000; 0.000578; 0.066040; 0.000005; 0.000605; 0.999541; 0.999996; 0.949287; 0.999564)";0.0269870123084
4749;"(2.501031; -9.958330; 15.146801; -4.756926; 4.805806)";"(0.924205; 0.999330; 0.094990; 0.927337; 1.000000; 1.000000; 0.999997; 1.000000; 0.000577; 0.066033; 0.000005; 0.000604; 0.999542; 0.999996; 0.949293; 0.999564)";0.0269808974967
4750;"(2.501154; -9.958819; 15.147533; -4.757175; 4.806053)";"(0.924214; 0.999331; 0.094979; 0.927345; 1.000000; 1.000000; 0.999997; 1.000000; 0.000577; 0.066025; 0.000005; 0.000604; 0.999542; 0.999996; 0.949298; 0.999565)";0.0269747853433
4751;"(2.501276; -9.959308; 15.148265; -4.757424; 4.806300)";"(0.924223; 0.999331; 0.094968; 0.927353; 1.000000; 1.000000; 0.999997; 1.000000; 0.000577; 0.066018; 0.000005; 0.000604; 0.999542; 0.999996; 0.949304; 0.999565)";0.0269686758463
4752;"(2.501398; -9.959798; 15.148997; -4.757672; 4.806547)";"(0.924231; 0.999331; 0.094957; 0.927362; 1.000000; 1.000000; 0.999997; 1.000000; 0.000577; 0.066010; 0.000005; 0.000604; 0.999542; 0.999996; 0.949310; 0.999565)";0.0269625690042
4753;"(2.501521; -9.960287; 15.149729; -4.757921; 4.806794)";"(0.924240; 0.999331; 0.094946; 0.927370; 1.000000; 1.000000; 0.999997; 1.000000; 0.000577; 0.066003; 0.000005; 0.000604; 0.999542; 0.999996; 0.949315; 0.999565)";0.0269564648152
4754;"(2.501643; -9.960776; 15.150461; -4.758169; 4.807041)";"(0.924248; 0.999332; 0.094935; 0.927378; 1.000000; 1.000000; 0.999997; 1.000000; 0.000576; 0.065996; 0.000005; 0.000603; 0.999542; 0.999996; 0.949321; 0.999565)";0.0269503632777
4755;"(2.501766; -9.961265; 15.151192; -4.758417; 4.807288)";"(0.924257; 0.999332; 0.094925; 0.927386; 1.000000; 1.000000; 0.999997; 1.000000; 0.000576; 0.065988; 0.000005; 0.000603; 0.999543; 0.999996; 0.949327; 0.999565)";0.0269442643898
4756;"(2.501888; -9.961754; 15.151923; -4.758666; 4.807535)";"(0.924265; 0.999332; 0.094914; 0.927394; 1.000000; 1.000000; 0.999997; 1.000000; 0.000576; 0.065981; 0.000005; 0.000603; 0.999543; 0.999996; 0.949332; 0.999566)";0.0269381681501
4757;"(2.502010; -9.962242; 15.152654; -4.758914; 4.807782)";"(0.924274; 0.999332; 0.094903; 0.927402; 1.000000; 1.000000; 0.999997; 1.000000; 0.000576; 0.065973; 0.000005; 0.000603; 0.999543; 0.999996; 0.949338; 0.999566)";0.0269320745567
4758;"(2.502132; -9.962731; 15.153385; -4.759162; 4.808029)";"(0.924283; 0.999333; 0.094892; 0.927411; 1.000000; 1.000000; 0.999997; 1.000000; 0.000576; 0.065966; 0.000005; 0.000602; 0.999543; 0.999996; 0.949343; 0.999566)";0.0269259836081
4759;"(2.502255; -9.963219; 15.154116; -4.759410; 4.808275)";"(0.924291; 0.999333; 0.094881; 0.927419; 1.000000; 1.000000; 0.999997; 1.000000; 0.000575; 0.065959; 0.000005; 0.000602; 0.999543; 0.999996; 0.949349; 0.999566)";0.0269198953024
4760;"(2.502377; -9.963708; 15.154847; -4.759659; 4.808522)";"(0.924300; 0.999333; 0.094870; 0.927427; 1.000000; 1.000000; 0.999997; 1.000000; 0.000575; 0.065951; 0.000005; 0.000602; 0.999543; 0.999996; 0.949355; 0.999566)";0.026913809638
4761;"(2.502499; -9.964196; 15.155577; -4.759907; 4.808769)";"(0.924308; 0.999333; 0.094860; 0.927435; 1.000000; 1.000000; 0.999997; 1.000000; 0.000575; 0.065944; 0.000005; 0.000602; 0.999544; 0.999996; 0.949360; 0.999566)";0.0269077266133
4762;"(2.502621; -9.964684; 15.156308; -4.760155; 4.809015)";"(0.924317; 0.999334; 0.094849; 0.927443; 1.000000; 1.000000; 0.999997; 1.000000; 0.000575; 0.065936; 0.000005; 0.000602; 0.999544; 0.999996; 0.949366; 0.999566)";0.0269016462266
4763;"(2.502743; -9.965172; 15.157038; -4.760403; 4.809262)";"(0.924325; 0.999334; 0.094838; 0.927452; 1.000000; 1.000000; 0.999997; 1.000000; 0.000574; 0.065929; 0.000005; 0.000601; 0.999544; 0.999996; 0.949372; 0.999567)";0.0268955684761
4764;"(2.502865; -9.965660; 15.157768; -4.760650; 4.809508)";"(0.924334; 0.999334; 0.094827; 0.927460; 1.000000; 1.000000; 0.999997; 1.000000; 0.000574; 0.065922; 0.000005; 0.000601; 0.999544; 0.999996; 0.949377; 0.999567)";0.0268894933603
4765;"(2.502987; -9.966148; 15.158498; -4.760898; 4.809755)";"(0.924342; 0.999334; 0.094816; 0.927468; 1.000000; 1.000000; 0.999998; 1.000000; 0.000574; 0.065914; 0.000005; 0.000601; 0.999544; 0.999996; 0.949383; 0.999567)";0.0268834208774
4766;"(2.503109; -9.966636; 15.159227; -4.761146; 4.810001)";"(0.924351; 0.999335; 0.094805; 0.927476; 1.000000; 1.000000; 0.999998; 1.000000; 0.000574; 0.065907; 0.000005; 0.000601; 0.999544; 0.999996; 0.949388; 0.999567)";0.0268773510257
4767;"(2.503231; -9.967124; 15.159957; -4.761394; 4.810247)";"(0.924360; 0.999335; 0.094795; 0.927484; 1.000000; 1.000000; 0.999998; 1.000000; 0.000574; 0.065900; 0.000005; 0.000600; 0.999545; 0.999996; 0.949394; 0.999567)";0.0268712838036
4768;"(2.503353; -9.967611; 15.160686; -4.761641; 4.810493)";"(0.924368; 0.999335; 0.094784; 0.927492; 1.000000; 1.000000; 0.999998; 1.000000; 0.000573; 0.065892; 0.000005; 0.000600; 0.999545; 0.999996; 0.949400; 0.999567)";0.0268652192095
4769;"(2.503475; -9.968098; 15.161415; -4.761889; 4.810740)";"(0.924377; 0.999335; 0.094773; 0.927500; 1.000000; 1.000000; 0.999998; 1.000000; 0.000573; 0.065885; 0.000005; 0.000600; 0.999545; 0.999996; 0.949405; 0.999568)";0.0268591572416
4770;"(2.503597; -9.968586; 15.162145; -4.762137; 4.810986)";"(0.924385; 0.999335; 0.094762; 0.927509; 1.000000; 1.000000; 0.999998; 1.000000; 0.000573; 0.065877; 0.000005; 0.000600; 0.999545; 0.999996; 0.949411; 0.999568)";0.0268530978982
4771;"(2.503719; -9.969073; 15.162873; -4.762384; 4.811232)";"(0.924394; 0.999336; 0.094751; 0.927517; 1.000000; 1.000000; 0.999998; 1.000000; 0.000573; 0.065870; 0.000005; 0.000600; 0.999545; 0.999996; 0.949416; 0.999568)";0.0268470411778
4772;"(2.503841; -9.969560; 15.163602; -4.762632; 4.811478)";"(0.924402; 0.999336; 0.094741; 0.927525; 1.000000; 1.000000; 0.999998; 1.000000; 0.000573; 0.065863; 0.000005; 0.000599; 0.999545; 0.999996; 0.949422; 0.999568)";0.0268409870786
4773;"(2.503963; -9.970047; 15.164331; -4.762879; 4.811724)";"(0.924411; 0.999336; 0.094730; 0.927533; 1.000000; 1.000000; 0.999998; 1.000000; 0.000572; 0.065855; 0.000005; 0.000599; 0.999546; 0.999996; 0.949428; 0.999568)";0.026834935599
4774;"(2.504085; -9.970534; 15.165059; -4.763126; 4.811970)";"(0.924419; 0.999336; 0.094719; 0.927541; 1.000000; 1.000000; 0.999998; 1.000000; 0.000572; 0.065848; 0.000005; 0.000599; 0.999546; 0.999996; 0.949433; 0.999568)";0.0268288867373
4775;"(2.504207; -9.971021; 15.165787; -4.763374; 4.812215)";"(0.924428; 0.999337; 0.094708; 0.927549; 1.000000; 1.000000; 0.999998; 1.000000; 0.000572; 0.065841; 0.000005; 0.000599; 0.999546; 0.999996; 0.949439; 0.999569)";0.0268228404919
4776;"(2.504328; -9.971508; 15.166516; -4.763621; 4.812461)";"(0.924436; 0.999337; 0.094697; 0.927557; 1.000000; 1.000000; 0.999998; 1.000000; 0.000572; 0.065833; 0.000005; 0.000598; 0.999546; 0.999996; 0.949444; 0.999569)";0.026816796861
4777;"(2.504450; -9.971994; 15.167244; -4.763868; 4.812707)";"(0.924445; 0.999337; 0.094687; 0.927566; 1.000000; 1.000000; 0.999998; 1.000000; 0.000572; 0.065826; 0.000005; 0.000598; 0.999546; 0.999996; 0.949450; 0.999569)";0.0268107558431
4778;"(2.504572; -9.972481; 15.167971; -4.764115; 4.812953)";"(0.924453; 0.999337; 0.094676; 0.927574; 1.000000; 1.000000; 0.999998; 1.000000; 0.000571; 0.065819; 0.000005; 0.000598; 0.999546; 0.999996; 0.949456; 0.999569)";0.0268047174364
4779;"(2.504693; -9.972967; 15.168699; -4.764362; 4.813198)";"(0.924462; 0.999338; 0.094665; 0.927582; 1.000000; 1.000000; 0.999998; 1.000000; 0.000571; 0.065811; 0.000005; 0.000598; 0.999547; 0.999996; 0.949461; 0.999569)";0.0267986816394
4780;"(2.504815; -9.973453; 15.169426; -4.764609; 4.813444)";"(0.924470; 0.999338; 0.094654; 0.927590; 1.000000; 1.000000; 0.999998; 1.000000; 0.000571; 0.065804; 0.000005; 0.000598; 0.999547; 0.999996; 0.949467; 0.999569)";0.0267926484504
4781;"(2.504937; -9.973940; 15.170154; -4.764856; 4.813689)";"(0.924479; 0.999338; 0.094643; 0.927598; 1.000000; 1.000000; 0.999998; 1.000000; 0.000571; 0.065796; 0.000005; 0.000597; 0.999547; 0.999996; 0.949472; 0.999569)";0.0267866178676
4782;"(2.505058; -9.974426; 15.170881; -4.765103; 4.813935)";"(0.924487; 0.999338; 0.094633; 0.927606; 1.000000; 1.000000; 0.999998; 1.000000; 0.000571; 0.065789; 0.000005; 0.000597; 0.999547; 0.999996; 0.949478; 0.999570)";0.0267805898896
4783;"(2.505180; -9.974912; 15.171608; -4.765350; 4.814180)";"(0.924496; 0.999339; 0.094622; 0.927614; 1.000000; 1.000000; 0.999998; 1.000000; 0.000570; 0.065782; 0.000005; 0.000597; 0.999547; 0.999996; 0.949484; 0.999570)";0.0267745645145
4784;"(2.505302; -9.975397; 15.172335; -4.765597; 4.814426)";"(0.924504; 0.999339; 0.094611; 0.927622; 1.000000; 1.000000; 0.999998; 1.000000; 0.000570; 0.065774; 0.000005; 0.000597; 0.999547; 0.999996; 0.949489; 0.999570)";0.0267685417408
4785;"(2.505423; -9.975883; 15.173062; -4.765844; 4.814671)";"(0.924513; 0.999339; 0.094600; 0.927631; 1.000000; 1.000000; 0.999998; 1.000000; 0.000570; 0.065767; 0.000005; 0.000597; 0.999548; 0.999996; 0.949495; 0.999570)";0.0267625215668
4786;"(2.505545; -9.976369; 15.173788; -4.766090; 4.814916)";"(0.924521; 0.999339; 0.094590; 0.927639; 1.000000; 1.000000; 0.999998; 1.000000; 0.000570; 0.065760; 0.000005; 0.000596; 0.999548; 0.999996; 0.949500; 0.999570)";0.0267565039909
4787;"(2.505666; -9.976854; 15.174514; -4.766337; 4.815162)";"(0.924530; 0.999340; 0.094579; 0.927647; 1.000000; 1.000000; 0.999998; 1.000000; 0.000569; 0.065752; 0.000005; 0.000596; 0.999548; 0.999996; 0.949506; 0.999570)";0.0267504890114
4788;"(2.505788; -9.977340; 15.175241; -4.766584; 4.815407)";"(0.924538; 0.999340; 0.094568; 0.927655; 1.000000; 1.000000; 0.999998; 1.000000; 0.000569; 0.065745; 0.000005; 0.000596; 0.999548; 0.999996; 0.949511; 0.999571)";0.0267444766266
4789;"(2.505909; -9.977825; 15.175967; -4.766830; 4.815652)";"(0.924547; 0.999340; 0.094557; 0.927663; 1.000000; 1.000000; 0.999998; 1.000000; 0.000569; 0.065738; 0.000005; 0.000596; 0.999548; 0.999996; 0.949517; 0.999571)";0.026738466835
4790;"(2.506030; -9.978310; 15.176693; -4.767077; 4.815897)";"(0.924555; 0.999340; 0.094547; 0.927671; 1.000000; 1.000000; 0.999998; 1.000000; 0.000569; 0.065730; 0.000005; 0.000595; 0.999548; 0.999996; 0.949523; 0.999571)";0.0267324596349
4791;"(2.506152; -9.978795; 15.177418; -4.767323; 4.816142)";"(0.924563; 0.999341; 0.094536; 0.927679; 1.000000; 1.000000; 0.999998; 1.000000; 0.000569; 0.065723; 0.000005; 0.000595; 0.999549; 0.999996; 0.949528; 0.999571)";0.0267264550247
4792;"(2.506273; -9.979281; 15.178144; -4.767570; 4.816387)";"(0.924572; 0.999341; 0.094525; 0.927687; 1.000000; 1.000000; 0.999998; 1.000000; 0.000568; 0.065716; 0.000005; 0.000595; 0.999549; 0.999996; 0.949534; 0.999571)";0.0267204530027
4793;"(2.506394; -9.979765; 15.178870; -4.767816; 4.816632)";"(0.924580; 0.999341; 0.094514; 0.927695; 1.000000; 1.000000; 0.999998; 1.000000; 0.000568; 0.065709; 0.000005; 0.000595; 0.999549; 0.999996; 0.949539; 0.999571)";0.0267144535672
4794;"(2.506516; -9.980250; 15.179595; -4.768062; 4.816877)";"(0.924589; 0.999341; 0.094504; 0.927703; 1.000000; 1.000000; 0.999998; 1.000000; 0.000568; 0.065701; 0.000005; 0.000595; 0.999549; 0.999996; 0.949545; 0.999571)";0.0267084567167
4795;"(2.506637; -9.980735; 15.180320; -4.768308; 4.817121)";"(0.924597; 0.999342; 0.094493; 0.927712; 1.000000; 1.000000; 0.999998; 1.000000; 0.000568; 0.065694; 0.000005; 0.000594; 0.999549; 0.999996; 0.949550; 0.999572)";0.0267024624495
4796;"(2.506758; -9.981220; 15.181045; -4.768555; 4.817366)";"(0.924606; 0.999342; 0.094482; 0.927720; 1.000000; 1.000000; 0.999998; 1.000000; 0.000568; 0.065687; 0.000005; 0.000594; 0.999549; 0.999996; 0.949556; 0.999572)";0.026696470764
4797;"(2.506879; -9.981704; 15.181770; -4.768801; 4.817611)";"(0.924614; 0.999342; 0.094472; 0.927728; 1.000000; 1.000000; 0.999998; 1.000000; 0.000567; 0.065679; 0.000005; 0.000594; 0.999550; 0.999996; 0.949561; 0.999572)";0.0266904816586
4798;"(2.507001; -9.982188; 15.182494; -4.769047; 4.817855)";"(0.924623; 0.999342; 0.094461; 0.927736; 1.000000; 1.000000; 0.999998; 1.000000; 0.000567; 0.065672; 0.000005; 0.000594; 0.999550; 0.999996; 0.949567; 0.999572)";0.0266844951315
4799;"(2.507122; -9.982673; 15.183219; -4.769293; 4.818100)";"(0.924631; 0.999343; 0.094450; 0.927744; 1.000000; 1.000000; 0.999998; 1.000000; 0.000567; 0.065665; 0.000005; 0.000593; 0.999550; 0.999996; 0.949573; 0.999572)";0.0266785111813
4800;"(2.507243; -9.983157; 15.183943; -4.769539; 4.818344)";"(0.924640; 0.999343; 0.094439; 0.927752; 1.000000; 1.000000; 0.999998; 1.000000; 0.000567; 0.065657; 0.000005; 0.000593; 0.999550; 0.999996; 0.949578; 0.999572)";0.0266725298062
4801;"(2.507364; -9.983641; 15.184668; -4.769785; 4.818589)";"(0.924648; 0.999343; 0.094429; 0.927760; 1.000000; 1.000000; 0.999998; 1.000000; 0.000567; 0.065650; 0.000005; 0.000593; 0.999550; 0.999996; 0.949584; 0.999573)";0.0266665510046
4802;"(2.507485; -9.984125; 15.185392; -4.770030; 4.818833)";"(0.924656; 0.999343; 0.094418; 0.927768; 1.000000; 1.000000; 0.999998; 1.000000; 0.000566; 0.065643; 0.000005; 0.000593; 0.999550; 0.999996; 0.949589; 0.999573)";0.0266605747749
4803;"(2.507606; -9.984609; 15.186116; -4.770276; 4.819078)";"(0.924665; 0.999343; 0.094407; 0.927776; 1.000000; 1.000000; 0.999998; 1.000000; 0.000566; 0.065636; 0.000005; 0.000593; 0.999551; 0.999996; 0.949595; 0.999573)";0.0266546011156
4804;"(2.507727; -9.985093; 15.186839; -4.770522; 4.819322)";"(0.924673; 0.999344; 0.094397; 0.927784; 1.000000; 1.000000; 0.999998; 1.000000; 0.000566; 0.065628; 0.000005; 0.000592; 0.999551; 0.999996; 0.949600; 0.999573)";0.0266486300248
4805;"(2.507848; -9.985576; 15.187563; -4.770768; 4.819566)";"(0.924682; 0.999344; 0.094386; 0.927792; 1.000000; 1.000000; 0.999998; 1.000000; 0.000566; 0.065621; 0.000005; 0.000592; 0.999551; 0.999996; 0.949606; 0.999573)";0.0266426615012
4806;"(2.507969; -9.986060; 15.188286; -4.771013; 4.819810)";"(0.924690; 0.999344; 0.094375; 0.927800; 1.000000; 1.000000; 0.999998; 1.000000; 0.000566; 0.065614; 0.000005; 0.000592; 0.999551; 0.999996; 0.949611; 0.999573)";0.0266366955429
4807;"(2.508090; -9.986543; 15.189010; -4.771259; 4.820055)";"(0.924699; 0.999344; 0.094365; 0.927808; 1.000000; 1.000000; 0.999998; 1.000000; 0.000565; 0.065606; 0.000005; 0.000592; 0.999551; 0.999996; 0.949617; 0.999573)";0.0266307321485
